TransactionId,UserId,VisitYear,VisitMonth,VisitMode_x,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,Continent,AttractionType,VisitModeId,VisitMode_y
1291,671,2018,10,1,2863,3.942754994680818,2,10,93,7241,6981,Beach,Crystal Bay - Ansiao,"Main Street, Ansiao, Portugal",America,,1,Business
1292,569,2018,2,3,2752,5.0,5,14,14,7738,6597,Beach,Paradise Beach - Longyearbyen,"Main Street, Longyearbyen, Norway",Europe,,3,Family
1293,78,2023,3,1,1521,4.075421082759255,2,14,118,5087,217,Beach,Crystal Bay - Kumasi,"Main Street, Kumasi, Ghana",America,,1,Business
1294,194,2016,6,4,2811,3.0302948232624267,5,7,103,2793,6785,Beach,Sunset Cove - Syvota,"Main Street, Syvota, Greece",Europe,,4,Friends
1295,285,2019,8,2,2170,3.2289942064741814,4,20,129,9078,2660,Museum,Cultural Heritage Center - Paro,"Main Street, Paro, Bhutan",Australia & Oceania,,2,Couples
1296,527,2018,12,3,1374,2.966203752666361,4,20,156,3198,31,Market,Night Market - Arusha,"Main Street, Arusha, Tanzania",Australia & Oceania,,3,Family
1297,524,2023,1,5,2462,1.7840745812194325,5,0,16,8161,5686,Temple,Sacred Shrine - South Pacific,"Main Street, South Pacific, Vanuatu",Europe,,5,Solo
1298,613,2019,9,2,1325,1.994009310009094,5,5,12,1921,6,Park,Eco Park - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",Europe,,2,Couples
1299,156,2023,1,1,2628,1.8880421370972837,2,2,64,1462,6168,Beach,Sunset Cove - Limbach,"Main Street, Limbach, Slovakia",America,,1,Business
1300,340,2023,10,4,2633,3.6952613206528517,2,6,87,629,6174,Park,Botanical Garden - Senec,"Main Street, Senec, Slovakia",America,,4,Friends
1301,125,2016,2,4,2209,5.0,2,9,29,5673,2941,Beach,Paradise Beach - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",America,,4,Friends
1302,871,2023,3,5,2581,4.650906504353591,3,2,109,3440,6080,Market,Local Bazaar - Luxembourg District,"Main Street, Luxembourg District, Luxembourg",Asia,,5,Solo
1303,280,2017,7,2,1351,1.219055110103302,5,4,90,5259,24,Market,Local Bazaar - Cerf Island,"Main Street, Cerf Island, Seychelles",Europe,,2,Couples
1304,917,2018,9,3,2408,1.819597603807574,3,17,118,2726,5475,Beach,Sunset Cove - Tamuning,"Main Street, Tamuning, Mariana Islands",Asia,,3,Family
1305,906,2015,3,5,1979,1.980476228689374,5,17,82,5456,2478,Beach,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain",Europe,,5,Solo
1306,622,2015,8,4,2825,2.5202378098778997,2,10,101,1819,6862,Museum,Art Gallery - Marina di Carrara,"Main Street, Marina di Carrara, Italy",America,,4,Friends
1307,846,2015,9,4,2510,1.8795567009570044,4,20,154,8182,5776,Museum,Art Gallery - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic",Australia & Oceania,,4,Friends
1308,869,2023,10,2,2168,2.553853364693762,5,9,126,6458,2661,Park,Eco Park - Thimphu,"Main Street, Thimphu, Bhutan",Europe,,2,Couples
1309,658,2022,7,2,2393,3.350901570765149,3,17,1,1527,5468,Museum,Cultural Heritage Center - French Polynesia,"Main Street, French Polynesia, French Polynesia",Asia,,2,Couples
1310,728,2019,4,1,1924,3.3126488023978546,5,17,91,8759,2324,Park,National Park - Hongkong,"Main Street, Hongkong, Hong Kong",Europe,,1,Business
1311,910,2019,4,5,1723,3.173718725034371,3,18,85,371,300,Temple,Ancient Temple - Penonome,"Main Street, Penonome, Panama",Asia,,5,Solo
1312,674,2023,4,2,1926,2.354687699549989,4,4,142,295,2327,Temple,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong",Australia & Oceania,,2,Couples
1313,128,2017,6,4,2040,4.325822741266323,5,14,95,1520,2536,Market,Local Bazaar - Jordan,"Main Street, Jordan, Jordan",Europe,,4,Friends
1314,314,2017,4,4,2058,4.8059357639242855,5,17,73,4010,2543,Beach,Paradise Beach - Bchamoun,"Main Street, Bchamoun, Lebanon",Europe,,4,Friends
1315,332,2021,5,3,2118,2.8850970659096338,5,4,128,8859,2567,Market,Local Bazaar - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Europe,,3,Family
1316,150,2023,9,3,1793,1.842141437197848,3,10,129,7431,2163,Park,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Asia,,3,Family
1317,454,2020,12,4,1533,2.685321004367426,5,14,107,1662,222,Museum,Art Gallery - Port Harcourt,"Main Street, Port Harcourt, NIGERIA",Europe,,4,Friends
1318,36,2016,7,3,2578,2.049474618299611,5,16,17,2556,6080,Market,Farmers' Market - Luxembourg District,"Main Street, Luxembourg District, Luxembourg",Europe,,3,Family
1319,685,2015,8,2,1408,2.8694349089087234,5,19,124,5308,45,Market,Flea Market - Algiers,"Main Street, Algiers, Algeria",Europe,,2,Couples
1320,420,2016,5,3,2162,2.123740605264313,5,6,51,7353,2648,Temple,Ancient Temple - Dhaka City,"Main Street, Dhaka City, Bangladesh",Europe,,3,Family
1321,22,2015,5,4,1673,3.351379030631909,2,19,87,5410,257,Beach,Golden Sand Beach - belize,"Main Street, belize, Belize",America,,4,Friends
1322,206,2024,11,5,1560,1.884011569298591,1,14,80,4580,229,Museum,Science Museum - Saint Philip Parish,"Main Street, Saint Philip Parish, Barbados",Africa,,5,Solo
1323,639,2024,7,4,2322,4.454924421849611,3,12,93,8343,3486,Temple,Grand Mosque - Moalboal,"Main Street, Moalboal, Philippines",Asia,,4,Friends
1324,848,2023,11,4,2462,1.6102729633433825,5,21,107,532,5686,Temple,Sacred Shrine - South Pacific,"Main Street, South Pacific, Vanuatu",Europe,,4,Friends
1325,957,2024,12,3,1622,3.7189852153277023,4,6,72,6624,246,Temple,Sacred Shrine - San Juan,"Main Street, San Juan, Puerto Rico",Australia & Oceania,,3,Family
1326,356,2022,8,4,1472,2.1779530996802268,5,21,61,3787,87,Beach,Golden Sand Beach - Mozambique,"Main Street, Mozambique, Mozambique",Europe,,4,Friends
1327,440,2021,9,5,2769,1.0039674578785083,2,21,80,2801,6696,Temple,Ancient Temple - Sollentuna,"Main Street, Sollentuna, Sweden",America,,5,Solo
1328,729,2017,2,3,2261,4.976800352259229,2,11,87,6122,3000,Museum,Art Gallery - Dili District,"Main Street, Dili District, East Timor",America,,3,Family
1329,96,2022,3,1,1558,3.6861111512562705,4,6,22,4233,229,Park,Wildlife Reserve - Saint Philip Parish,"Main Street, Saint Philip Parish, Barbados",Australia & Oceania,,1,Business
1330,929,2016,12,5,1378,1.3957712882020936,5,7,5,6484,32,Beach,Golden Sand Beach - Dar es Salaam,"Main Street, Dar es Salaam, Tanzania",Europe,,5,Solo
1331,941,2016,12,4,2359,4.156289470735422,3,21,96,3192,3669,Park,Wildlife Reserve - Hue,"Main Street, Hue, Vietnam",Asia,,4,Friends
1332,164,2024,2,3,1640,3.946589330950394,4,17,66,6709,247,Museum,Science Museum - Maho,"Main Street, Maho, St Martin / St Maarten",Australia & Oceania,,3,Family
1333,148,2017,10,5,1463,2.8934267481728133,4,2,144,1752,83,Museum,Cultural Heritage Center - Botswana,"Main Street, Botswana, Botswana",Australia & Oceania,,5,Solo
1334,530,2021,7,3,1393,3.177032393702456,5,14,124,2950,39,Temple,Ancient Temple - Lusaka,"Main Street, Lusaka, Zambia",Europe,,3,Family
1335,294,2015,12,3,1529,5.0,3,5,31,930,219,Market,Farmers' Market - Ilorin,"Main Street, Ilorin, NIGERIA",Asia,,3,Family
1336,195,2022,2,4,2154,2.480592079589805,3,12,149,4064,2643,Beach,Golden Sand Beach - Bangladesh,"Main Street, Bangladesh, Bangladesh",Asia,,4,Friends
1337,663,2021,12,2,2191,2.593240228053533,4,7,145,1994,2925,Temple,Grand Mosque - Addu City,"Main Street, Addu City, Maldives",Australia & Oceania,,2,Couples
1338,480,2018,2,4,1422,2.816461651579309,4,11,69,4947,49,Temple,Ancient Temple - Al Rehab,"Main Street, Al Rehab, Egypt",Australia & Oceania,,4,Friends
1339,877,2019,2,2,2872,4.084804116146534,5,21,162,3613,7033,Beach,Sunset Cove - Bitola,"Main Street, Bitola, Republic of North Macedonia",Europe,,2,Couples
1340,123,2024,12,1,1375,4.665861224930158,3,2,13,5424,31,Market,Flea Market - Arusha,"Main Street, Arusha, Tanzania",Asia,,1,Business
1341,400,2015,4,3,2714,4.899126794960922,5,20,116,8892,6436,Market,Local Bazaar - Frederikssund,"Main Street, Frederikssund, Denmark",Europe,,3,Family
1342,699,2018,1,3,1302,4.690815721199074,2,11,41,4971,2,Museum,Art Gallery - South Region,"Main Street, South Region, Cameroon",America,,3,Family
1343,965,2015,2,1,2335,4.947159782280332,3,17,63,4595,3545,Park,Wildlife Reserve - Pasir Ris,"Main Street, Pasir Ris, Singapore",Asia,,1,Business
1344,452,2015,3,5,1922,3.7885782016415406,4,12,160,167,2324,Market,Flea Market - Hongkong,"Main Street, Hongkong, Hong Kong",Australia & Oceania,,5,Solo
1345,661,2024,7,4,1990,4.504215164854135,3,14,6,5284,2480,Park,Eco Park - Chloraka,"Main Street, Chloraka, Cyprus",Asia,,4,Friends
1346,104,2015,10,2,2265,4.931210158820075,4,0,119,8663,3002,Temple,Cathedral - Metiaut,"Main Street, Metiaut, East Timor",Australia & Oceania,,2,Couples
1347,755,2021,1,3,1683,1.5279631415966963,2,21,118,8677,261,Park,Eco Park - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",America,,3,Family
1348,462,2021,6,4,2267,4.0361935057454605,5,17,139,1364,2999,Temple,Cathedral - Dili,"Main Street, Dili, East Timor",Europe,,4,Friends
1349,743,2018,3,3,1552,4.455886127813159,5,20,76,6969,227,Market,Night Market - New Providence Island,"Main Street, New Providence Island, Bahamas",Europe,,3,Family
1350,991,2016,3,2,2738,4.67130821502878,5,9,113,651,6558,Park,National Park - ReykjavÃ­k,"Main Street, ReykjavÃ­k, Iceland",Europe,,2,Couples
1351,718,2017,4,1,1785,4.535377216737372,5,20,76,196,2161,Park,Wildlife Reserve - Cochabamba,"Main Street, Cochabamba, Bolivia",Europe,,1,Business
1352,710,2022,4,3,1238,4.867842724935177,5,9,139,645,3,2,Sewu Temple,Yogyakarta,Europe,Ancient Ruins,3,Family
1353,396,2022,7,3,1494,5.0,5,17,116,7998,137,Market,Night Market - Johannesburg South,"Main Street, Johannesburg South, South Africa",Europe,,3,Family
1354,912,2020,3,4,2716,3.64951675165483,3,5,28,4887,6436,Beach,Golden Sand Beach - Frederikssund,"Main Street, Frederikssund, Denmark",Asia,,4,Friends
1355,337,2024,8,5,2859,1.027680382339307,5,6,82,4423,6976,Temple,Sacred Shrine - Albufeira,"Main Street, Albufeira, Portugal",Europe,,5,Solo
1356,599,2023,8,2,2659,1.044217594788038,2,12,41,2995,6329,Museum,Art Gallery - Baku,"Main Street, Baku, Azerbaijan",America,,2,Couples
1357,142,2023,11,5,2601,3.1785562224714323,3,12,111,3894,6154,Park,Wildlife Reserve - Targu Mures,"Main Street, Targu Mures, Romania",Asia,,5,Solo
1358,317,2018,7,5,2115,2.741088955455765,3,3,84,2218,2576,Beach,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Asia,,5,Solo
1359,711,2015,2,5,2396,2.804980213461794,5,17,77,2033,5471,Museum,Cultural Heritage Center - Tahiti,"Main Street, Tahiti, French Polynesia",Europe,,5,Solo
1360,558,2015,5,5,947,2.601618948840148,1,7,142,7197,2,91,Mount Semeru Volcano,Malang Lumajang,Africa,Volcanos,5,Solo
1361,800,2024,6,5,2496,4.670903236364943,5,17,63,5389,5743,Museum,Art Gallery - Trogir,"Main Street, Trogir, Croatia",Europe,,5,Solo
1362,527,2019,12,4,1310,2.9366814046791596,4,20,156,3198,3,Beach,Crystal Bay - N'Djamena,"Main Street, N'Djamena, Chad",Australia & Oceania,,4,Friends
1363,556,2016,10,3,1356,4.924907767052333,3,17,46,4856,25,Museum,History Museum - Mahe Island,"Main Street, Mahe Island, Seychelles",Asia,,3,Family
1364,401,2020,4,3,1853,5.0,2,17,92,5446,2245,Museum,Art Gallery - Aguas Calientes,"Main Street, Aguas Calientes, Peru",America,,3,Family
1365,681,2021,10,5,1424,2.998007079995819,5,20,113,2818,49,Park,Botanical Garden - Al Rehab,"Main Street, Al Rehab, Egypt",Europe,,5,Solo
1366,310,2015,5,2,2557,2.787752149460353,3,13,144,3620,6060,Park,Botanical Garden - Jelgava,"Main Street, Jelgava, Latvia",Asia,,2,Couples
1367,495,2020,9,2,1401,4.044082416861787,4,21,139,8113,40,Park,Eco Park - Solwezi,"Main Street, Solwezi, Zambia",Australia & Oceania,,2,Couples
1368,556,2022,11,1,1731,3.8318860305595295,3,17,46,4856,310,Temple,Grand Mosque - Antigonish,"Main Street, Antigonish, Canada",Asia,,1,Business
1369,610,2019,7,4,2892,2.8141404663848237,5,4,62,7305,7118,Park,National Park - Manresa,"Main Street, Manresa, Spain",Europe,,4,Friends
1370,773,2021,2,4,2423,1.9101925036985863,2,4,65,5784,5479,Park,Eco Park - Noumea,"Main Street, Noumea, New Caledonia",America,,4,Friends
1371,109,2024,11,3,2008,2.5594096007299214,2,9,141,3797,2503,Museum,Science Museum - Now Shahr,"Main Street, Now Shahr, Iran",America,,3,Family
1372,795,2020,1,2,2325,1.5241140232491959,1,20,98,4928,3486,Museum,Science Museum - Moalboal,"Main Street, Moalboal, Philippines",Africa,,2,Couples
1373,372,2018,2,4,1350,2.6789291031067655,1,14,57,2180,24,Market,Farmers' Market - Cerf Island,"Main Street, Cerf Island, Seychelles",Africa,,4,Friends
1374,855,2021,3,1,2196,2.047286262323196,2,10,30,7740,2934,Temple,Cathedral - Male,"Main Street, Male, Maldives",America,,1,Business
1375,616,2024,11,3,2423,4.050845695546855,5,12,64,7072,5479,Park,Eco Park - Noumea,"Main Street, Noumea, New Caledonia",Europe,,3,Family
1376,768,2023,2,3,2719,5.0,5,7,40,2295,6469,Park,Wildlife Reserve - Middelfart,"Main Street, Middelfart, Denmark",Europe,,3,Family
1377,891,2024,11,5,2133,3.7429749293219343,5,4,21,7082,2599,Park,Eco Park - Datca,"Main Street, Datca, Turkey",Europe,,5,Solo
1378,206,2024,3,3,1471,5.0,1,14,80,4580,87,Market,Flea Market - Mozambique,"Main Street, Mozambique, Mozambique",Africa,,3,Family
1379,847,2021,10,3,2627,4.6365290344337735,2,6,155,2383,6168,Market,Local Bazaar - Limbach,"Main Street, Limbach, Slovakia",America,,3,Family
1380,43,2019,11,4,2229,4.4115104882846925,2,14,139,3702,2968,Museum,History Museum - Maharagama,"Main Street, Maharagama, Sri Lanka",America,,4,Friends
1381,865,2021,11,3,1764,3.1562477608533657,3,21,113,6461,1785,Park,National Park - Safety Harbor,"Main Street, Safety Harbor, United States",Asia,,3,Family
1382,245,2017,12,2,1709,2.2991780114534746,1,0,47,6708,293,Temple,Sacred Shrine - Leon,"Main Street, Leon, Nicaragua",Africa,,2,Couples
1383,287,2016,12,3,2095,4.885109489891677,4,1,57,883,2558,Temple,Sacred Shrine - Hebron,"Main Street, Hebron, Palestine",Australia & Oceania,,3,Family
1384,355,2019,9,5,2549,4.621572931716021,2,20,152,3700,6045,Museum,History Museum - Miskolc,"Main Street, Miskolc, Hungary",America,,5,Solo
1385,785,2018,4,3,2583,3.307529974603728,2,13,21,1949,6075,Museum,Cultural Heritage Center - Kayl,"Main Street, Kayl, Luxembourg",America,,3,Family
1386,476,2019,12,4,2416,1.5362523927465777,5,12,102,1152,5477,Beach,Sunset Cove - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands",Europe,,4,Friends
1387,83,2022,9,5,2954,4.170124235625882,3,19,32,6353,8960,Market,Night Market - Tadworth,"Main Street, Tadworth, United Kingdom",Asia,,5,Solo
1388,110,2018,11,4,2138,2.6402753618891666,2,11,149,235,2633,Beach,Paradise Beach - Riverland,"Main Street, Riverland, United Arab Emirates",America,,4,Friends
1389,950,2023,3,4,2466,1.539551460067683,4,2,92,2379,5685,Market,Local Bazaar - Port Vila,"Main Street, Port Vila, Vanuatu",Australia & Oceania,,4,Friends
1390,190,2021,12,4,2783,4.719954235904488,2,9,24,6092,6726,Museum,Art Gallery - Banja Luka,"Main Street, Banja Luka, Bosnia and Herzegovina",America,,4,Friends
1391,983,2024,1,5,2136,3.0696567552675926,2,17,30,8211,2625,Temple,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",America,,5,Solo
1392,800,2021,11,5,1347,3.7408429853538765,5,17,63,5389,22,Temple,Sacred Shrine - Quatre Bornes,"Main Street, Quatre Bornes, Mauritius",Europe,,5,Solo
1393,936,2022,5,5,2910,4.6587592845779096,3,2,147,1094,7349,Beach,Sunset Cove - Argentine,"Main Street, Argentine, France",Asia,,5,Solo
1394,909,2020,10,4,2079,3.6646953205524215,3,16,19,6540,2555,Museum,History Museum - Seeb,"Main Street, Seeb, Oman",Asia,,4,Friends
1395,251,2022,10,3,2182,3.512776290315863,3,2,103,3314,2921,Market,Flea Market - Warangal,"Main Street, Warangal, India",Asia,,3,Family
1396,724,2017,2,1,2596,2.162648485393054,5,3,90,61,6098,Market,Local Bazaar - Krakow,"Main Street, Krakow, Poland",Europe,,1,Business
1397,291,2024,4,3,2801,2.7207753377598105,2,21,60,8437,6741,Museum,Art Gallery - Sofia Region,"Main Street, Sofia Region, Bulgaria",America,,3,Family
1398,645,2024,2,5,2635,4.186168264118583,2,20,157,5486,6197,Park,Botanical Garden - Prebold,"Main Street, Prebold, Slovenia",America,,5,Solo
1399,201,2015,2,5,1837,2.796116982343748,5,9,119,2804,2239,Beach,Golden Sand Beach - Guayaquil,"Main Street, Guayaquil, Ecuador",Europe,,5,Solo
1400,797,2020,3,3,2382,2.1541048344324816,5,8,156,2688,5462,Beach,Paradise Beach - Denarau Island,"Main Street, Denarau Island, Fiji",Europe,,3,Family
1401,326,2015,5,3,2938,1.8781150560019824,5,12,160,1677,7662,Park,National Park - Beverwijk,"Main Street, Beverwijk, Netherlands",Europe,,3,Family
1402,511,2023,4,2,2129,2.8916804674471175,5,14,23,7263,2603,Beach,Paradise Beach - Goreme,"Main Street, Goreme, Turkey",Europe,,2,Couples
1403,409,2016,2,3,1436,3.359820094470922,5,2,66,8534,67,Museum,Art Gallery - Chefchaouen,"Main Street, Chefchaouen, Morocco",Europe,,3,Family
1404,607,2016,11,4,2625,4.113833112821585,2,14,120,8476,6163,Park,Eco Park - Bratislava,"Main Street, Bratislava, Slovakia",America,,4,Friends
1405,790,2021,10,3,2925,3.3842699109805627,5,9,119,1921,7576,Market,Flea Market - Cavan,"Main Street, Cavan, Ireland",Europe,,3,Family
1406,962,2016,2,2,2279,1.573902816536859,4,9,96,2829,3087,Park,Eco Park - Gili Meno,"Main Street, Gili Meno, Indonesia",Australia & Oceania,,2,Couples
1407,941,2024,6,3,1503,3.531211539194054,3,21,96,3192,97,Park,Eco Park - Benoni,"Main Street, Benoni, South Africa",Asia,,3,Family
1408,837,2022,7,2,1666,4.6271576155441005,5,16,109,2764,260,Beach,Paradise Beach - San Ignacio,"Main Street, San Ignacio, Belize",Europe,,2,Couples
1409,508,2020,12,5,1855,1.6377656464808497,5,2,82,1482,2249,Temple,Grand Mosque - Paramaribo,"Main Street, Paramaribo, Suriname",Europe,,5,Solo
1410,731,2021,10,3,2088,4.259018563910995,2,8,84,2855,2559,Temple,Grand Mosque - Jericho,"Main Street, Jericho, Palestine",America,,3,Family
1411,601,2021,6,5,2280,3.375437059862106,2,11,8,1272,3087,Temple,Cathedral - Gili Meno,"Main Street, Gili Meno, Indonesia",America,,5,Solo
1412,72,2020,7,2,1744,3.9943429068472107,2,0,10,5586,584,Park,Botanical Garden - Greenland,"Main Street, Greenland, Greenland",America,,2,Couples
1413,247,2024,1,2,2826,1.602401093710371,4,3,47,7606,6875,Beach,Sunset Cove - Monza,"Main Street, Monza, Italy",Australia & Oceania,,2,Couples
1414,641,2023,6,4,2112,5.0,1,11,21,5167,2582,Park,Wildlife Reserve - Medina,"Main Street, Medina, Saudi Arabia",Africa,,4,Friends
1415,724,2023,11,4,1852,3.9838657110686344,5,3,90,61,2245,Beach,Sunset Cove - Aguas Calientes,"Main Street, Aguas Calientes, Peru",Europe,,4,Friends
1416,940,2021,3,3,2379,4.888284550764547,4,2,52,2876,5461,Museum,History Museum - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji",Australia & Oceania,,3,Family
1417,855,2023,1,2,1882,1.9864270547209424,2,10,30,7740,2256,Museum,Science Museum - Almaty,"Main Street, Almaty, Kazakhstan",America,,2,Couples
1418,608,2024,8,1,1873,3.9576515575918463,3,17,127,4397,2253,Park,Botanical Garden - Asia,"Main Street, Asia, Asia",Asia,,1,Business
1419,587,2017,4,4,2228,4.624122817335676,2,1,61,1743,2968,Market,Flea Market - Maharagama,"Main Street, Maharagama, Sri Lanka",America,,4,Friends
1420,935,2017,10,1,2045,2.5897410895483026,2,21,115,2582,2533,Temple,Cathedral - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan",America,,1,Business
1421,566,2015,8,3,2544,3.0358138115336883,4,2,113,202,6050,Museum,History Museum - Sarvar,"Main Street, Sarvar, Hungary",Australia & Oceania,,3,Family
1422,344,2019,10,4,1625,4.131185060102997,4,12,89,3930,246,Market,Farmers' Market - San Juan,"Main Street, San Juan, Puerto Rico",Australia & Oceania,,4,Friends
1423,971,2018,11,1,2349,1.3736307270408639,5,13,114,8306,3581,Park,Eco Park - Chonburi,"Main Street, Chonburi, Thailand",Europe,,1,Business
1424,925,2016,4,1,2690,3.9424966008700357,4,9,47,1231,6373,Museum,Science Museum - Khabarovsk,"Main Street, Khabarovsk, Russia",Australia & Oceania,,1,Business
1425,54,2023,4,1,1788,1.1715470393576437,5,20,138,183,2162,Temple,Ancient Temple - La Paz,"Main Street, La Paz, Bolivia",Europe,,1,Business
1426,730,2017,12,5,1792,1.762361204483304,2,20,158,1201,2163,Market,Farmers' Market - Santa Cruz,"Main Street, Santa Cruz, Bolivia",America,,5,Solo
1427,528,2022,10,3,2708,4.156575028965468,3,16,47,140,6402,Park,Botanical Garden - Dnipro,"Main Street, Dnipro, Ukraine",Asia,,3,Family
1428,611,2020,4,5,1660,1.3932946683678553,2,12,113,7332,255,Market,Night Market - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands",America,,5,Solo
1429,532,2019,6,2,2934,4.88736836590716,5,16,87,8709,7630,Museum,Art Gallery - Monaco,"Main Street, Monaco, Monaco",Europe,,2,Couples
1430,558,2015,9,4,2513,4.973584837847603,1,7,142,7197,5776,Beach,Sunset Cove - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic",Africa,,4,Friends
1431,963,2018,5,2,2620,3.505209329626946,2,9,72,2851,6161,Beach,Golden Sand Beach - Serbia,"Main Street, Serbia, Serbia",America,,2,Couples
1432,193,2017,12,3,2663,4.776229822677399,5,14,54,2223,6328,Park,National Park - Azerbaijan,"Main Street, Azerbaijan, Azerbaijan",Europe,,3,Family
1433,895,2015,10,4,2802,5.0,5,9,68,6411,6732,Museum,Art Gallery - Bulgaria,"Main Street, Bulgaria, Bulgaria",Europe,,4,Friends
1434,58,2019,8,4,1420,2.537902598287274,2,14,81,7242,48,Beach,Paradise Beach - Ad Duqqi,"Main Street, Ad Duqqi, Egypt",America,,4,Friends
1435,437,2020,8,4,2160,4.8976463517972775,2,12,12,6580,2644,Beach,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh",America,,4,Friends
1436,111,2016,4,4,2251,2.279175134550407,3,20,126,9121,2991,Museum,Art Gallery - Cambodia,"Main Street, Cambodia, Cambodia",Asia,,4,Friends
1437,129,2017,11,2,1747,2.6533690565952615,1,4,151,5778,604,Temple,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Africa,,2,Couples
1438,849,2020,10,3,1850,3.7330385249943974,4,3,51,6080,2245,Market,Flea Market - Aguas Calientes,"Main Street, Aguas Calientes, Peru",Australia & Oceania,,3,Family
1439,706,2018,9,3,2124,4.35556385229613,5,6,39,7553,2598,Park,Botanical Garden - Bursa,"Main Street, Bursa, Turkey",Europe,,3,Family
1440,925,2023,9,5,975,1.1205652708901122,4,9,47,1231,2,63,Sempu Island,"Sumber Manjing Wetan, Malang 65111 Indonesia",Australia & Oceania,Nature & Wildlife Areas,5,Solo
1441,852,2019,5,2,1860,2.162037651112756,5,6,59,8398,2251,Museum,History Museum - Punta del Este,"Main Street, Punta del Este, Uruguay",Europe,,2,Couples
1442,326,2018,6,5,1495,3.434076392841561,5,12,160,1677,137,Park,Wildlife Reserve - Johannesburg South,"Main Street, Johannesburg South, South Africa",Europe,,5,Solo
1443,8,2016,5,3,2637,2.929474716596475,5,12,129,3748,6197,Museum,Art Gallery - Prebold,"Main Street, Prebold, Slovenia",Europe,,3,Family
1444,29,2020,3,4,949,4.600100222517973,4,16,77,5777,2,84,Museum Malang Tempo Doeloe,"Jl. Gajahmada no. 2, Malang 65119 Indonesia",Australia & Oceania,Speciality Museums,4,Friends
1445,112,2024,11,2,1711,3.606608644602865,2,13,136,3608,295,Beach,Golden Sand Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",America,,2,Couples
1446,947,2016,8,3,1635,2.437605814894943,2,11,143,8093,250,Temple,Cathedral - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten",America,,3,Family
1447,673,2021,9,4,2166,2.0837159183693323,2,19,99,8025,2661,Beach,Crystal Bay - Thimphu,"Main Street, Thimphu, Bhutan",America,,4,Friends
1448,131,2017,4,3,2910,4.016187974348202,4,9,44,6094,7349,Beach,Sunset Cove - Argentine,"Main Street, Argentine, France",Australia & Oceania,,3,Family
1449,188,2023,9,5,2156,2.801869310819031,4,13,20,3228,2643,Temple,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh",Australia & Oceania,,5,Solo
1450,675,2019,9,4,1993,2.1758281644052744,4,6,35,5489,2480,Beach,Sunset Cove - Chloraka,"Main Street, Chloraka, Cyprus",Australia & Oceania,,4,Friends
1451,709,2022,7,3,1414,2.8054968212735094,3,2,147,9117,44,Museum,Art Gallery - Alger,"Main Street, Alger, Algeria",Asia,,3,Family
1452,475,2020,8,5,2795,2.2121869932743463,4,3,156,1568,6743,Market,Local Bazaar - Varna,"Main Street, Varna, Bulgaria",Australia & Oceania,,5,Solo
1453,364,2024,3,4,1697,1.9325278893575004,4,16,98,661,287,Museum,Science Museum - Guatemala,"Main Street, Guatemala, Guatemala",Australia & Oceania,,4,Friends
1454,204,2022,5,4,2115,3.6876360770609122,5,18,14,720,2576,Beach,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Europe,,4,Friends
1455,212,2017,3,2,2731,4.054594535650216,5,1,158,2208,6516,Temple,Cathedral - Juuma,"Main Street, Juuma, Finland",Europe,,2,Couples
1456,621,2017,7,3,1465,3.801867555411948,2,19,20,370,83,Beach,Sunset Cove - Botswana,"Main Street, Botswana, Botswana",America,,3,Family
1457,276,2019,6,4,2264,4.805165459749409,4,5,74,2744,3002,Museum,History Museum - Metiaut,"Main Street, Metiaut, East Timor",Australia & Oceania,,4,Friends
1458,73,2024,11,5,2578,1.5102741888617253,1,3,149,6047,6080,Market,Farmers' Market - Luxembourg District,"Main Street, Luxembourg District, Luxembourg",Africa,,5,Solo
1459,679,2017,3,3,1832,3.2424474312888956,5,9,49,1874,2238,Market,Local Bazaar - Cuenca,"Main Street, Cuenca, Ecuador",Europe,,3,Family
