TransactionId,UserId,VisitYear,VisitMonth,VisitModeId,AttractionId,Rating
804,516,2013,6,1,1166,5.0
805,977,2015,3,1,749,1.8
806,99,2022,7,1,481,1.4
807,397,2024,5,4,920,1.3
808,489,2019,7,2,1166,4.3
809,39,2019,2,1,1137,2.8
810,271,2023,6,5,824,1.0
811,887,2013,8,5,920,4.5
812,797,2024,1,5,749,4.5
813,157,2023,4,5,1297,4.2
814,75,2018,11,3,928,2.0
815,884,2014,1,4,1238,2.5
816,800,2017,1,2,913,4.0
817,130,2018,10,2,920,3.0
818,687,2019,12,1,975,1.6
819,974,2014,11,3,1297,2.0
820,84,2015,8,2,897,4.9
821,22,2010,7,4,824,1.6
822,459,2020,12,5,369,3.9
823,539,2025,10,1,1238,2.9
824,707,2021,1,4,737,4.0
825,849,2024,11,2,749,3.6
826,382,2016,2,3,1238,2.8
827,748,2013,4,1,1238,2.4
828,440,2020,1,2,975,4.0
829,604,2011,3,1,947,2.3
830,989,2014,8,2,1238,4.2
831,21,2021,8,5,947,3.7
832,303,2012,8,3,1225,3.3
833,976,2015,6,5,937,2.5
834,869,2017,6,2,1133,1.8
835,955,2016,5,4,928,3.8
836,84,2025,9,5,897,1.4
837,774,2012,4,4,1137,4.9
838,659,2017,10,2,650,4.9
839,953,2011,12,3,650,1.5
840,453,2019,12,4,1133,1.4
841,387,2018,12,2,913,2.7
842,507,2013,7,4,673,4.9
843,257,2010,1,5,928,2.6
844,570,2017,9,2,913,2.5
845,892,2016,7,5,1297,3.8
846,934,2020,10,1,913,1.7
847,527,2022,12,2,913,2.5
848,162,2025,9,4,1220,2.2
849,957,2014,7,1,1171,3.4
850,163,2019,2,5,1220,1.7
851,832,2022,6,5,1280,3.2
852,793,2014,10,4,913,4.4
853,792,2016,12,1,949,3.1
854,524,2014,11,3,1297,3.7
855,786,2017,4,4,640,1.3
856,271,2020,3,5,937,2.8
857,492,2022,2,2,913,1.4
858,208,2015,6,1,841,3.4
859,539,2022,8,3,897,2.1
860,584,2014,6,2,1137,2.1
861,60,2018,9,1,650,1.3
862,430,2020,5,4,877,2.2
863,985,2025,2,4,920,3.0
864,657,2011,8,1,920,3.3
865,605,2010,9,3,1297,1.3
866,309,2017,10,1,1171,3.6
867,520,2021,4,2,481,3.0
868,591,2012,6,2,877,3.1
869,27,2023,11,4,481,4.3
870,686,2020,10,1,1166,2.4
871,562,2021,8,4,1280,1.7
872,199,2021,9,3,673,3.2
873,387,2021,12,2,897,4.8
874,349,2016,5,5,369,3.1
875,960,2019,12,5,748,4.3
876,940,2022,6,1,748,4.0
877,693,2020,11,1,841,3.1
878,536,2017,4,5,737,3.6
879,828,2024,5,1,975,2.6
880,378,2025,7,2,888,3.1
881,899,2022,9,3,897,3.0
882,916,2022,10,3,1171,3.8
883,558,2015,11,4,1278,2.6
884,527,2021,6,2,877,1.4
885,153,2019,6,1,947,4.2
886,734,2023,8,1,481,3.7
887,206,2018,11,4,928,4.8
888,455,2016,4,4,481,2.7
889,273,2024,3,1,949,1.3
890,894,2019,7,1,737,1.5
891,236,2014,5,2,369,4.1
892,852,2017,2,4,877,1.3
893,740,2024,2,2,947,4.6
894,521,2011,11,1,841,2.1
895,678,2016,6,5,947,4.6
896,944,2024,8,5,1297,4.1
897,956,2013,1,1,1278,4.5
898,831,2018,11,4,369,1.9
899,726,2021,6,5,949,3.4
900,501,2010,12,4,928,1.4
901,117,2016,2,5,1225,1.8
902,386,2015,2,4,748,2.2
903,344,2017,7,5,920,4.0
904,584,2014,10,4,1280,1.1
905,395,2024,1,2,369,4.6
906,64,2010,6,4,1166,1.3
907,717,2010,7,2,1133,2.5
908,721,2018,8,2,824,1.3
909,72,2024,7,1,481,4.1
910,789,2019,6,2,937,1.6
911,274,2015,9,3,1220,4.5
912,990,2019,3,2,1171,3.1
913,320,2014,11,4,841,4.8
914,338,2024,6,2,737,2.2
915,366,2010,4,4,673,2.8
916,495,2015,2,4,749,3.8
917,607,2015,1,3,749,4.3
918,166,2012,12,2,1297,2.7
919,544,2022,12,2,673,4.6
920,11,2025,1,5,888,1.5
921,301,2017,11,5,748,3.8
922,729,2023,10,1,897,2.4
923,801,2024,3,4,897,1.4
924,102,2010,4,3,937,2.5
925,425,2010,2,5,650,4.5
926,392,2015,12,2,947,4.9
927,779,2019,11,1,841,2.6
928,214,2022,11,3,640,4.5
929,691,2010,11,2,888,3.0
930,88,2015,1,2,369,3.9
931,553,2010,4,4,1238,1.2
932,401,2025,7,4,877,3.2
933,588,2023,10,5,947,1.3
934,889,2022,11,5,897,2.1
935,46,2015,6,2,937,3.3
936,672,2012,6,2,749,4.2
937,463,2023,11,5,975,3.2
938,592,2023,9,5,949,4.7
939,310,2024,2,2,937,4.2
940,86,2017,4,3,481,1.6
941,92,2022,5,2,640,2.6
942,660,2024,1,3,640,3.7
943,673,2015,8,3,737,4.8
944,714,2022,8,2,841,5.0
945,936,2020,6,1,1171,4.1
946,928,2022,12,5,1137,3.3
947,242,2010,5,4,947,4.0
948,865,2024,8,2,947,2.1
949,2,2014,3,3,913,2.1
950,225,2017,3,2,928,3.6
951,801,2012,2,5,748,4.5
952,745,2021,5,3,369,4.9
953,973,2015,3,4,937,2.4
954,926,2014,3,4,1166,4.2
955,929,2015,6,4,1220,4.4
956,589,2019,8,1,673,3.5
957,116,2010,2,3,1238,2.4
958,666,2016,4,3,369,3.5
959,918,2018,11,1,1133,3.3
960,103,2011,7,3,1238,3.4
961,194,2019,1,1,937,3.5
962,166,2024,1,2,841,4.4
963,871,2014,12,5,888,1.7
964,90,2019,10,4,1220,2.5
965,686,2013,7,1,975,3.3
966,122,2015,7,1,1220,2.1
967,143,2015,1,1,481,4.9
968,994,2020,1,2,1166,2.1
969,106,2025,4,1,928,2.9
970,887,2011,5,5,920,4.5
971,428,2011,5,5,1278,1.3
972,305,2013,4,4,897,4.3
973,872,2010,8,2,947,3.3
974,971,2018,7,5,1278,1.1
975,317,2023,9,3,975,4.6
976,963,2023,7,3,1137,1.2
977,635,2022,10,3,913,3.1
978,902,2016,1,1,947,1.2
979,9,2025,7,1,481,1.3
980,774,2021,1,3,481,4.5
981,73,2016,7,4,640,4.1
982,359,2024,10,4,673,1.8
983,223,2012,8,1,1220,3.5
984,416,2024,11,3,928,4.2
985,553,2020,9,4,1137,4.6
986,370,2024,12,1,920,2.9
987,716,2021,3,3,888,4.6
988,264,2012,4,2,1297,3.0
989,840,2010,4,3,824,3.8
990,690,2012,12,3,1225,4.9
991,860,2012,9,5,913,1.9
992,318,2013,7,5,1280,1.7
993,84,2013,3,2,1133,2.4
994,318,2012,10,2,928,1.7
995,111,2025,5,3,877,2.1
996,251,2019,7,4,737,4.0
997,383,2025,8,2,841,2.9
998,7,2021,1,3,1278,2.5
999,459,2017,12,1,749,2.5
1000,84,2017,2,5,928,1.8
1001,208,2022,7,4,640,2.8
1002,900,2022,11,3,481,3.5
1003,390,2010,2,1,928,1.6
1004,314,2016,7,5,949,4.9
1005,22,2020,9,1,1297,2.8
1006,410,2011,11,3,824,4.8
1007,895,2010,2,2,928,1.5
1008,515,2012,7,5,1137,4.1
1009,127,2025,4,1,1225,3.5
1010,809,2013,11,2,1278,4.3
1011,700,2022,2,4,650,3.4
1012,874,2015,7,3,841,4.9
1013,14,2019,5,3,949,3.5
1014,971,2025,1,5,897,4.1
1015,978,2023,5,1,947,4.5
1016,12,2014,12,4,920,3.9
1017,87,2025,12,5,1297,3.1
1018,524,2024,3,5,650,2.1
1019,909,2024,7,1,824,4.4
1020,537,2023,6,4,650,2.9
1021,301,2013,8,1,1280,3.5
1022,243,2017,5,3,928,1.3
1023,122,2020,2,2,1278,3.0
1024,147,2025,9,3,1133,3.8
1025,567,2021,11,3,920,3.3
1026,750,2025,8,5,1171,2.8
1027,356,2023,6,3,481,1.9
1028,685,2013,10,4,1278,2.2
1029,904,2022,7,3,1238,3.8
1030,733,2019,9,4,913,1.9
1031,631,2021,7,1,640,3.5
1032,309,2025,3,5,1137,3.4
1033,695,2022,6,4,1278,4.9
1034,288,2011,11,3,1166,1.2
1035,307,2024,11,5,650,1.4
1036,812,2012,7,5,1297,3.0
1037,594,2015,2,4,369,3.1
1038,966,2017,3,4,1166,1.2
1039,914,2017,4,2,1278,4.3
1040,723,2024,10,2,824,3.0
1041,662,2020,6,5,937,2.4
1042,549,2024,1,2,913,2.3
1043,352,2018,9,3,937,4.4
1044,312,2016,5,1,369,1.8
1045,873,2022,12,5,841,1.6
1046,59,2011,7,1,1166,1.9
1047,643,2017,9,2,928,3.5
1048,924,2016,9,4,1238,4.2
1049,714,2017,1,5,1220,2.3
1050,755,2021,1,2,949,1.7
1051,35,2012,3,3,1171,1.8
1052,445,2016,6,5,1220,3.5
1053,93,2019,2,5,640,2.0
1054,950,2022,10,4,1278,4.5
1055,959,2018,12,5,888,1.4
1056,207,2025,11,4,640,1.1
1057,353,2012,1,2,920,1.4
1058,903,2023,1,3,937,4.4
1059,332,2019,5,3,947,3.6
1060,817,2015,4,5,748,4.8
1061,862,2011,1,5,949,2.3
1062,725,2011,4,2,748,1.9
1063,159,2014,3,4,673,3.2
1064,954,2014,2,3,1225,3.2
1065,957,2022,9,4,749,3.4
1066,24,2016,11,2,1133,2.4
1067,404,2021,1,3,928,1.0
1068,805,2011,7,3,928,1.1
1069,516,2020,4,1,949,3.7
1070,732,2023,5,2,1220,3.1
1071,364,2022,10,2,920,4.3
1072,382,2016,5,1,748,2.2
1073,532,2014,1,4,673,4.3
1074,956,2023,6,1,1166,2.7
1075,152,2015,9,2,877,1.4
1076,562,2017,2,4,841,4.9
1077,689,2019,7,3,1220,3.0
1078,947,2022,6,1,1133,3.5
1079,608,2023,5,4,1166,3.7
1080,617,2021,4,4,1238,2.4
1081,420,2013,4,4,824,4.0
1082,250,2022,6,1,369,4.5
1083,117,2016,4,3,975,2.5
1084,866,2015,5,4,369,3.6
1085,512,2025,6,1,749,4.0
1086,740,2019,5,2,640,1.8
1087,578,2011,7,1,481,2.3
1088,335,2024,9,1,1297,1.4
1089,418,2017,10,1,650,3.4
1090,932,2019,7,4,1238,4.2
1091,774,2025,7,1,949,3.4
1092,295,2018,4,2,877,1.7
1093,938,2014,1,4,673,3.2
1094,755,2019,8,2,1280,4.3
1095,371,2013,4,5,1171,2.2
1096,186,2015,1,1,841,4.3
1097,246,2025,5,4,1171,4.1
1098,637,2017,8,4,1238,1.1
1099,268,2020,4,1,1166,2.0
1100,643,2024,12,3,749,3.2
1101,237,2012,8,3,897,3.9
1102,530,2019,8,2,1280,4.5
1103,552,2020,3,1,673,3.6
1104,21,2020,9,1,1225,2.5
1105,911,2010,3,5,1225,1.7
1106,737,2025,1,3,1238,4.0
1107,867,2013,2,3,888,1.8
1108,794,2024,6,1,1238,3.8
1109,520,2013,12,2,897,1.7
1110,100,2010,10,1,1137,1.4
1111,752,2018,2,2,749,2.0
1112,478,2012,6,3,920,2.1
1113,599,2014,1,5,897,3.6
1114,298,2025,11,4,369,1.6
1115,940,2015,1,3,1137,4.7
1116,526,2017,5,2,737,3.2
1117,334,2015,10,1,877,3.0
1118,2,2012,11,3,897,2.7
1119,375,2015,9,5,1133,3.3
1120,293,2010,8,2,975,1.1
1121,837,2013,3,1,369,5.0
1122,934,2015,3,4,877,3.2
1123,553,2025,1,2,1225,1.1
1124,318,2016,3,1,877,3.4
1125,502,2020,12,4,749,2.7
1126,828,2022,12,1,1137,1.1
1127,381,2020,12,4,640,4.7
1128,623,2019,11,4,1278,1.0
1129,14,2012,1,4,949,3.3
1130,504,2018,8,1,888,4.8
1131,231,2021,1,4,737,2.0
1132,985,2021,5,2,1278,2.0
1133,84,2016,9,5,1166,1.0
1134,130,2023,7,5,749,1.3
1135,743,2010,4,4,673,1.2
1136,838,2011,11,5,841,4.3
1137,145,2010,9,5,1137,4.3
1138,891,2020,9,4,928,3.9
1139,857,2018,2,4,888,2.4
1140,28,2018,10,2,937,4.3
1141,66,2016,10,3,737,3.2
1142,163,2019,11,1,824,2.2
1143,229,2012,12,4,841,2.7
1144,261,2022,6,4,975,1.3
1145,449,2024,4,5,913,4.8
1146,424,2014,8,2,913,3.5
1147,460,2024,12,5,1225,3.9
1148,952,2013,11,4,1280,3.7
1149,676,2025,7,4,937,3.7
1150,301,2016,7,5,1297,1.1
1151,919,2023,11,4,1238,3.1
1152,303,2018,10,3,1220,4.3
1153,287,2021,9,1,928,1.2
1154,395,2011,5,1,650,4.8
1155,10,2022,6,1,481,2.7
1156,707,2017,1,3,928,2.2
1157,630,2025,6,4,369,3.1
1158,270,2024,2,5,640,4.2
1159,592,2018,6,2,1166,2.9
1160,970,2019,9,4,877,3.6
1161,605,2023,8,3,928,3.0
1162,778,2019,9,3,1225,3.5
1163,844,2018,10,1,947,1.6
1164,862,2023,8,4,920,1.2
1165,361,2019,3,1,824,1.5
1166,257,2023,8,2,888,2.1
1167,133,2016,6,1,1280,2.0
1168,276,2024,6,2,1238,3.5
1169,776,2018,6,3,947,2.8
1170,683,2018,3,1,673,1.2
1171,972,2023,10,1,1171,1.1
1172,513,2012,1,5,1280,1.4
1173,313,2013,12,3,1280,2.4
1174,576,2025,4,5,1278,1.0
1175,886,2011,10,2,1225,3.0
1176,980,2019,12,2,749,2.4
1177,284,2012,6,3,640,3.2
1178,121,2020,11,2,481,3.9
1179,107,2020,12,3,1220,2.0
1180,933,2014,10,2,949,1.6
1181,687,2014,2,4,749,2.1
1182,997,2015,7,1,481,1.0
1183,204,2022,7,4,949,1.5
1184,165,2016,11,3,369,4.0
1185,305,2016,4,3,1297,1.9
1186,497,2010,4,4,1238,5.0
1187,632,2025,1,1,1137,1.7
1188,556,2023,2,1,897,4.2
1189,824,2025,9,5,1166,3.8
1190,156,2011,10,2,975,2.3
1191,367,2021,8,5,937,2.3
1192,719,2018,8,1,640,3.3
1193,902,2019,9,4,824,4.4
1194,620,2011,7,2,673,2.5
1195,251,2015,9,4,737,1.2
1196,957,2020,10,5,650,2.5
1197,916,2020,12,3,937,1.8
1198,882,2025,2,4,1297,4.8
1199,334,2010,6,5,1133,3.8
1200,642,2012,3,5,1133,1.2
1201,969,2011,11,5,1133,2.2
1202,511,2012,6,3,928,1.2
1203,293,2014,3,3,928,4.3
1204,20,2020,8,3,1137,4.6
1205,282,2019,11,2,877,1.4
1206,797,2025,4,3,481,2.8
1207,1,2015,12,3,937,4.7
1208,119,2018,10,3,920,1.6
1209,35,2021,6,4,947,2.2
1210,198,2020,9,3,1280,2.2
1211,485,2024,2,2,841,1.1
1212,757,2024,2,5,737,1.1
1213,59,2025,7,4,1133,4.8
1214,837,2019,2,1,928,3.3
1215,161,2021,2,3,673,2.2
1216,691,2021,4,5,888,2.5
1217,206,2022,9,5,1278,3.9
1218,12,2013,8,4,737,2.5
1219,490,2016,2,1,913,1.9
1220,276,2015,8,2,1225,1.4
1221,693,2011,4,5,1166,3.9
1222,242,2019,2,5,928,1.7
1223,216,2020,11,5,1220,1.3
1224,251,2020,10,5,748,2.7
1225,811,2020,7,4,481,1.2
1226,126,2024,6,1,737,4.9
1227,994,2024,10,5,824,3.5
1228,217,2017,5,2,748,1.6
1229,306,2016,11,2,481,1.7
1230,797,2024,1,3,949,3.3
1231,185,2024,2,5,749,2.4
1232,39,2016,8,5,877,4.1
1233,223,2023,1,5,1220,3.2
1234,184,2024,3,5,650,2.7
1235,495,2017,2,5,928,4.9
1236,427,2021,5,2,1220,2.6
1237,178,2021,4,1,947,2.6
1238,919,2022,7,1,897,3.7
1239,428,2023,5,3,1238,4.2
1240,294,2020,8,2,673,3.5
1241,852,2010,4,5,1238,3.8
1242,151,2024,12,1,481,2.5
1243,384,2022,6,4,877,2.9
1244,638,2010,4,4,369,1.8
1245,813,2017,2,4,897,3.7
1246,308,2013,1,5,1297,1.9
1247,336,2014,1,5,673,1.0
1248,946,2017,8,3,947,4.7
1249,746,2014,4,3,913,2.2
1250,892,2019,5,3,897,1.8
1251,375,2025,11,4,748,2.1
1252,8,2013,8,5,749,2.3
1253,341,2021,12,4,947,2.9
1254,129,2015,7,3,748,1.3
1255,776,2022,8,5,975,1.2
1256,669,2024,8,2,937,2.2
1257,352,2021,6,1,928,2.2
1258,358,2014,10,1,877,1.5
1259,517,2023,2,3,949,2.6
1260,495,2016,6,4,1238,2.1
1261,86,2025,1,2,1278,1.1
1262,175,2023,1,5,369,4.5
1263,802,2019,11,4,1133,4.5
1264,193,2016,3,3,1280,1.8
1265,311,2022,3,4,749,1.7
1266,119,2013,11,3,369,3.2
1267,218,2021,5,1,1297,3.5
1268,427,2022,1,1,824,4.8
1269,970,2014,10,4,949,2.5
1270,414,2022,6,2,1133,3.5
1271,114,2012,7,5,824,4.5
1272,978,2024,10,3,1133,2.8
1273,145,2013,12,5,1220,1.5
1274,538,2024,11,1,841,2.5
1275,648,2023,3,2,1171,1.5
1276,303,2013,4,2,1166,1.1
1277,744,2012,10,5,877,4.0
1278,881,2022,11,1,369,2.0
1279,588,2019,10,5,975,1.0
1280,987,2014,12,4,1220,4.5
1281,840,2025,10,2,1225,2.8
1282,345,2014,10,2,749,2.0
1283,814,2020,10,4,975,2.1
1284,964,2016,3,1,888,2.0
1285,801,2013,1,2,369,1.8
1286,1,2022,8,3,841,4.4
1287,147,2013,10,3,650,1.7
1288,287,2018,10,1,920,3.2
1289,976,2015,2,4,949,1.3
1290,654,2024,1,5,737,4.8
1291,53,2013,8,1,1238,3.4
1292,304,2011,7,5,673,4.6
1293,69,2015,7,1,673,2.6
1294,361,2025,4,3,947,4.2
1295,602,2025,11,4,1278,4.4
1296,958,2011,9,3,640,3.8
1297,220,2014,6,4,1238,1.4
1298,962,2015,2,5,1137,1.1
1299,704,2013,1,1,481,1.7
1300,966,2023,1,2,650,1.5
1301,575,2022,9,2,947,3.9
1302,585,2012,4,4,824,3.2
1303,161,2016,5,4,949,3.1
1304,681,2011,3,3,1225,2.0
1305,89,2022,4,2,841,1.6
1306,688,2020,12,3,1137,1.8
1307,781,2023,8,5,920,2.6
1308,585,2015,4,2,369,4.0
1309,757,2022,9,5,1280,2.0
1310,589,2013,9,1,877,3.8
1311,159,2015,6,3,913,3.0
1312,489,2013,2,4,841,4.5
1313,971,2013,12,2,949,1.9
1314,324,2024,10,3,1171,2.8
1315,610,2013,11,4,1133,1.4
1316,381,2018,7,1,928,2.3
1317,102,2016,9,2,749,3.0
1318,494,2012,6,5,481,3.9
1319,644,2012,3,1,1166,1.8
1320,614,2015,7,4,1220,1.9
1321,19,2015,5,2,748,3.5
1322,454,2013,1,2,949,2.5
1323,482,2024,3,1,748,2.9
1324,594,2024,5,2,920,4.3
1325,397,2018,7,4,749,3.0
1326,279,2013,3,1,913,3.6
1327,851,2018,6,5,369,3.6
1328,365,2025,5,1,1280,4.2
1329,331,2013,1,1,897,3.6
1330,641,2011,10,5,640,1.3
1331,344,2011,6,4,1133,2.4
1332,822,2014,8,3,1278,5.0
1333,455,2013,1,3,737,1.8
1334,601,2016,2,5,949,3.3
1335,725,2023,4,4,920,4.4
1336,655,2020,12,2,650,3.3
1337,65,2014,2,5,1133,2.5
1338,76,2015,11,3,640,1.3
1339,711,2019,9,4,650,2.4
1340,143,2013,10,1,673,1.7
1341,917,2022,8,4,947,4.8
1342,915,2021,8,4,1225,3.9
1343,828,2011,4,3,1220,4.0
1344,605,2022,5,3,841,2.7
1345,473,2019,4,2,749,1.4
1346,417,2018,9,2,888,2.1
1347,305,2019,2,5,1137,2.0
1348,736,2024,11,1,1225,2.9
1349,497,2016,8,2,1238,2.8
1350,291,2013,2,3,640,2.7
1351,940,2012,1,4,1238,3.0
1352,102,2019,10,5,947,4.9
1353,986,2023,3,2,1166,2.2
1354,267,2024,9,4,749,3.5
1355,867,2025,12,4,1225,2.0
1356,968,2012,3,2,369,2.9
1357,622,2018,9,1,913,1.8
1358,974,2014,7,1,1137,3.2
1359,842,2022,10,5,1166,2.1
1360,962,2024,1,1,897,1.1
1361,942,2012,10,5,1220,4.3
1362,777,2024,5,3,888,1.5
1363,3,2014,9,2,640,2.5
1364,85,2025,12,4,947,2.9
1365,794,2011,3,5,1133,2.7
1366,328,2020,9,1,897,3.9
1367,816,2013,5,5,920,3.4
1368,450,2019,9,5,841,2.2
1369,454,2011,10,1,369,1.2
1370,924,2011,6,1,1280,4.1
1371,629,2021,9,2,737,2.4
1372,221,2017,7,4,824,4.6
1373,154,2010,7,2,841,2.6
1374,665,2025,8,2,920,3.9
1375,12,2025,7,1,824,4.8
1376,133,2025,12,1,1166,3.6
1377,994,2023,9,4,913,2.7
1378,304,2016,11,5,877,3.3
1379,293,2014,9,2,748,3.2
1380,975,2024,6,4,1171,3.3
1381,300,2020,7,2,1225,1.6
1382,740,2017,2,5,1297,3.8
1383,783,2010,9,2,481,1.6
1384,43,2020,12,3,913,1.1
1385,944,2016,1,4,737,3.5
1386,343,2014,1,1,673,1.5
1387,326,2013,3,2,673,4.1
1388,814,2016,12,4,1280,4.5
1389,498,2019,6,4,949,4.8
1390,364,2024,5,2,949,3.7
1391,891,2011,2,1,737,2.9
1392,427,2021,9,1,1278,2.4
1393,21,2024,10,2,1225,3.0
1394,407,2010,4,4,1280,1.8
1395,619,2010,4,1,841,2.4
1396,336,2020,5,2,1166,3.9
1397,815,2021,8,2,913,1.9
1398,117,2025,10,2,937,2.1
1399,124,2010,4,4,1297,4.0
1400,399,2024,5,1,640,1.7
1401,793,2021,12,4,1278,2.0
1402,804,2014,4,3,369,1.1
1403,715,2019,6,1,841,3.9
1404,51,2016,12,4,640,3.5
1405,783,2011,3,1,673,3.8
1406,324,2019,8,3,1220,1.9
1407,789,2017,6,5,949,3.7
1408,141,2013,10,2,841,3.4
1409,470,2021,5,4,1297,2.5
1410,787,2012,2,3,1225,2.8
1411,802,2019,10,3,1220,3.3
1412,334,2020,10,1,928,3.0
1413,893,2017,7,1,369,3.6
1414,964,2011,2,2,737,1.7
1415,373,2020,1,1,824,3.2
1416,564,2020,7,4,1278,2.8
1417,494,2022,5,4,673,2.8
1418,539,2012,1,4,1238,2.9
1419,669,2021,4,5,913,4.5
1420,751,2012,12,4,841,4.3
1421,156,2019,4,1,481,3.5
1422,291,2020,10,1,673,3.9
1423,648,2010,7,4,369,1.2
1424,144,2015,9,3,1220,4.0
1425,106,2011,2,3,841,2.9
1426,420,2010,12,3,1280,2.3
1427,670,2025,1,2,1225,1.6
1428,658,2011,2,5,1220,1.3
1429,2,2021,7,4,1137,1.2
1430,945,2015,10,2,1238,1.6
1431,589,2023,6,3,824,1.1
1432,644,2013,4,4,1297,3.9
1433,90,2015,1,2,640,2.0
1434,345,2021,1,1,920,2.5
1435,350,2018,5,3,650,4.3
1436,459,2025,1,2,897,1.5
1437,263,2022,12,1,737,4.3
1438,351,2019,7,3,975,3.6
1439,108,2021,11,5,937,2.4
1440,586,2019,1,3,1166,1.5
1441,39,2017,1,5,673,1.4
1442,909,2010,2,5,1297,2.3
1443,159,2022,11,5,920,1.6
1444,583,2017,12,4,749,2.1
1445,959,2018,10,4,1220,1.2
1446,312,2015,3,5,673,3.4
1447,241,2019,11,1,1171,1.6
1448,938,2024,1,5,897,4.0
1449,445,2014,9,2,369,1.9
1450,298,2015,10,5,369,4.2
1451,952,2025,8,4,748,1.8
1452,36,2022,5,4,1137,3.9
1453,84,2015,11,2,673,2.3
1454,452,2018,2,2,913,3.3
1455,886,2013,5,3,920,1.2
1456,775,2011,6,1,1133,3.0
1457,822,2020,1,1,1297,1.6
1458,385,2020,11,1,1220,2.9
1459,172,2018,4,4,937,1.6
1460,376,2025,9,1,1171,2.7
1461,685,2011,2,3,947,1.4
1462,362,2025,5,3,748,1.9
1463,559,2019,1,1,1137,3.4
1464,891,2018,4,2,1225,4.9
1465,141,2011,4,3,947,2.8
1466,887,2021,6,2,1278,3.7
1467,918,2017,10,4,1280,3.2
1468,118,2018,9,3,949,3.0
1469,277,2021,3,2,975,1.3
1470,726,2019,9,1,748,1.6
1471,220,2018,6,4,749,4.5
1472,905,2019,7,5,897,2.6
1473,26,2025,12,5,1238,3.5
1474,521,2018,10,1,947,3.1
1475,783,2011,2,4,1171,2.5
1476,10,2025,11,4,877,2.6
1477,984,2013,10,4,824,3.2
1478,378,2016,6,4,1166,1.6
1479,633,2021,6,5,369,2.5
1480,637,2011,2,2,1137,2.8
1481,682,2010,2,4,749,4.9
1482,584,2012,2,2,1133,2.4
1483,152,2021,10,4,888,3.6
1484,720,2013,12,3,481,1.5
1485,49,2017,1,3,920,1.3
1486,154,2015,5,3,1133,4.5
1487,859,2020,8,4,1171,3.9
1488,293,2011,2,2,947,2.3
1489,580,2024,5,5,937,3.0
1490,50,2018,12,1,920,1.5
1491,664,2023,8,5,975,3.8
1492,531,2011,10,4,975,1.3
1493,612,2022,5,3,824,4.0
1494,60,2024,2,3,640,3.2
1495,167,2021,3,2,975,2.1
1496,202,2014,6,4,949,4.5
1497,857,2021,11,5,947,4.9
1498,146,2013,11,4,975,2.0
1499,915,2022,5,4,1297,4.2
1500,676,2016,11,3,749,4.0
1501,970,2017,4,5,369,4.0
1502,993,2014,4,1,1171,4.8
1503,439,2019,5,3,1171,2.9
1504,242,2023,2,5,920,3.7
1505,581,2023,9,2,949,4.3
1506,687,2014,2,3,1297,2.9
1507,561,2011,10,2,1225,2.9
1508,483,2017,2,3,841,2.3
1509,108,2023,10,4,888,4.1
1510,226,2011,9,5,1278,3.7
1511,673,2025,3,2,737,2.8
1512,631,2019,10,3,1280,2.7
1513,661,2021,7,2,897,1.3
1514,977,2015,4,3,650,1.0
1515,662,2017,6,3,897,3.1
1516,432,2015,4,1,937,2.7
1517,805,2013,10,1,1297,4.2
1518,655,2022,7,1,369,3.2
1519,419,2013,1,2,673,4.7
1520,988,2015,3,4,1278,1.8
1521,455,2023,3,3,1171,5.0
1522,160,2024,1,5,937,2.2
1523,523,2025,6,1,947,3.6
1524,650,2022,11,2,748,3.0
1525,969,2013,9,2,928,2.4
1526,590,2017,8,2,749,1.6
1527,77,2018,11,5,888,1.5
1528,509,2025,7,5,913,3.8
1529,441,2010,10,1,949,2.5
1530,254,2022,8,5,877,4.8
1531,921,2013,6,1,888,2.3
1532,770,2013,9,5,897,4.9
1533,320,2011,3,5,749,1.8
1534,803,2015,10,5,369,1.4
1535,263,2012,10,1,824,2.3
1536,597,2016,9,3,1278,4.5
1537,658,2025,4,1,481,3.1
1538,835,2022,7,3,913,1.5
1539,554,2020,9,2,897,1.8
1540,374,2025,2,2,928,2.2
1541,637,2020,2,1,481,3.4
1542,167,2014,9,3,650,2.3
1543,937,2013,12,3,888,4.0
1544,753,2014,3,3,928,3.5
1545,459,2017,9,2,841,4.5
1546,999,2012,5,1,640,3.0
1547,280,2023,6,4,650,2.3
1548,700,2016,2,3,737,5.0
1549,302,2024,8,3,1166,2.4
1550,531,2023,11,4,673,2.7
1551,580,2015,9,1,947,4.2
1552,218,2021,2,3,640,1.4
1553,102,2025,6,1,841,2.5
1554,554,2010,6,3,877,1.3
1555,288,2022,8,5,949,1.6
1556,167,2016,10,3,913,1.0
1557,621,2023,12,5,1133,1.0
1558,36,2022,5,1,1278,2.5
1559,744,2016,9,3,877,4.2
1560,741,2023,1,2,1278,3.3
1561,353,2025,9,2,1133,3.5
1562,676,2024,10,4,650,3.1
1563,899,2021,7,2,1171,4.3
1564,73,2010,4,5,1137,4.5
1565,648,2018,3,2,737,4.4
1566,353,2015,10,2,937,4.2
1567,891,2024,11,2,1137,1.7
1568,70,2021,6,3,949,3.4
1569,425,2011,12,4,897,3.3
1570,999,2014,1,1,1137,3.1
1571,708,2022,3,4,841,2.9
1572,781,2020,2,5,1280,1.4
1573,561,2013,11,3,877,1.4
1574,828,2016,9,3,1280,4.6
1575,642,2017,3,2,737,3.5
